symbol,exchange,series,isin,nse_scrip_code,bse_code
857CIFL32,NSE,EQ,,757404,
82HUDCO27,NSE,EQ,,31240,
900CIFL35,NSE,EQ,,29249,
905CIFL32,NSE,EQ,,30047,
718TS51,NSE,EQ,,4900,
892CIFL34,NSE,EQ,,27292,
724TS51,NSE,EQ,,5045,
MHLXMIRU,NSE,EQ,,7886,
719HUDCO28,NSE,EQ,,29650,
TAKE,NSE,EQ,,14920,
PWL,NSE,EQ,,759723,
910CIFL31,NSE,EQ,,24682,
823SFL34,NSE,EQ,,24370,
RNFI,NSE,EQ,,24589,
NIRAJISPAT,NSE,EQ,,18840,
SMCGLOBAL,NSE,EQ,,2320,
840CIFL32,NSE,EQ,,760031,
SOMATEX,NSE,EQ,,9104,
ELECON,NSE,EQ,,13643,
WEWIN,NSE,EQ,,9865,
763KA37,NSE,EQ,,12692,
763KA42,NSE,EQ,,12710,
774KA37,NSE,EQ,,12311,
767KA32,NSE,EQ,,11984,
766KA42,NSE,EQ,,12313,
768KA31,NSE,EQ,,11978,
TTKPRESTIG,NSE,EQ,,3546,
763KA39,NSE,EQ,,13128,
759KA38,NSE,EQ,,13049,
754KA41,NSE,EQ,,13050,
CESC,NSE,EQ,,628,
763KA40,NSE,EQ,,13134,
RKFORGE,NSE,EQ,,11411,
PARAGON,NSE,EQ,,19779,
76KA33,NSE,EQ,,13601,
76KA32A,NSE,EQ,,13374,
768KA34,NSE,EQ,,13254,
765KA34,NSE,EQ,,13384,
SPAL,NSE,EQ,,18252,
76KA32,NSE,EQ,,13245,
745GJ30,NSE,EQ,,20277,
KORE,NSE,EQ,,10892,
704GJ30,NSE,EQ,,20359,
PIIND,NSE,EQ,,24184,
710GJ30,NSE,EQ,,20099,
699GJ26,NSE,EQ,,21053,
GANGAFORGE,NSE,EQ,,4957,
IREDA,NSE,EQ,,20261,
NAUKRI,NSE,EQ,,13751,
EICHERMOT,NSE,EQ,,910,
GUJGASLTD,NSE,EQ,,10599,
PPAP,NSE,EQ,,15209,
735KA40,NSE,EQ,,2404,
735KA39,NSE,EQ,,2400,
10CAGL27,NSE,EQ,,12465,
699KA28,NSE,EQ,,2735,
PEARLPOLY,NSE,EQ,,2610,
729KA39,NSE,EQ,,2656,
HOMEFIRST,NSE,EQ,,2056,
KROSS,NSE,EQ,,25252,
SAMHI,NSE,EQ,,18614,
719KA39,NSE,EQ,,2768,
722KA38A,NSE,EQ,,2578,
AGARWALFT,NSE,EQ,,14263,
729KA37,NSE,EQ,,2575,
729KA36,NSE,EQ,,2566,
724KA38,NSE,EQ,,2693,
724KA37,NSE,EQ,,2691,
CHEMPLASTS,NSE,EQ,,5449,
BAJEL,NSE,EQ,,20531,
759AP33,NSE,EQ,,13717,
SURAKSHA,NSE,EQ,,27334,
MTNL,NSE,EQ,,2294,
754AP29,NSE,EQ,,13712,
764AP33,NSE,EQ,,12689,
77AP30,NSE,EQ,,14268,
771AP36,NSE,EQ,,13972,
766AP32,NSE,EQ,,13958,
SKFINDUS,NSE,EQ,,760101,
769AP35,NSE,EQ,,13878,
77AP28,NSE,EQ,,14359,
774AP32,NSE,EQ,,14373,
771AP33,NSE,EQ,,14270,
AEROENTER,NSE,EQ,,12015,
SJLOGISTIC,NSE,EQ,,20542,
719KA40,NSE,EQ,,2771,
CCL,NSE,EQ,,11452,
76825AIFL2,NSE,EQ,,760209,
JAYSREETEA,NSE,EQ,,1720,
FMGOETZE,NSE,EQ,,1190,
BEWLTD,NSE,EQ,,5662,
ORIENTPPR,NSE,EQ,,2496,
770AIFL29,NSE,EQ,,758878,
773AIFL28,NSE,EQ,,758876,
SETCO,NSE,EQ,,17514,
778AIFL30,NSE,EQ,,757639,
SERVOTECH,NSE,EQ,,5507,
773AIFL30,NSE,EQ,,758689,
76377AIF29,NSE,EQ,,758691,
770AIFL26,NSE,EQ,,758880,
773AIFL26,NSE,EQ,,758874,
777AP40,NSE,EQ,,14341,
KRN,NSE,EQ,,25643,
773AP32,NSE,EQ,,14640,
77AP30A,NSE,EQ,,14636,
77AP29,NSE,EQ,,14421,
769AP43,NSE,EQ,,14351,
BAJAJINDEF,NSE,EQ,,29678,
SWARAJENG,NSE,EQ,,3384,
POWERGRID,NSE,EQ,,14977,
GREENPANEL,NSE,EQ,,13810,
745AP40,NSE,EQ,,10962,
758AP42,NSE,EQ,,10913,
758AP40,NSE,EQ,,10911,
PYRAMID,NSE,EQ,,18250,
364D100426,NSE,EQ,,755860,
364D020426,NSE,EQ,,756149,
364D070526,NSE,EQ,,756870,
364D010526,NSE,EQ,,756713,
EIMCOELECO,NSE,EQ,,4040,
364D240426,NSE,EQ,,756068,
364D160426,NSE,EQ,,755929,
FILATFASH,NSE,EQ,,23647,
VISAKAIND,NSE,EQ,,4221,
799TS35,NSE,EQ,,22204,
799TS30,NSE,EQ,,22205,
772AP35,NSE,EQ,,10718,
TRAVELFOOD,NSE,EQ,,757545,
HIMATSEIDE,NSE,EQ,,1360,
796AP40,NSE,EQ,,10643,
797AP36,NSE,EQ,,10639,
DLF,NSE,EQ,,14732,
771AP42,NSE,EQ,,10846,
731TS60,NSE,EQ,,22206,
739TS59,NSE,EQ,,22203,
694TS60,NSE,EQ,,22207,
771AP39,NSE,EQ,,10847,
771AP37,NSE,EQ,,10848,
774AP38,NSE,EQ,,10719,
743TS54,NSE,EQ,,22211,
TRF,NSE,EQ,,17987,
CEWATER,NSE,EQ,,28764,
755AP29,NSE,EQ,,12661,
PIDILITIND,NSE,EQ,,2664,
CCHHL,NSE,EQ,,6385,
HUHTAMAKI,NSE,EQ,,2562,
BASML,NSE,EQ,,12034,
BALAXI,NSE,EQ,,11309,
745AP42,NSE,EQ,,10963,
GEEKAYWIRE,NSE,EQ,,17922,
774AP42,NSE,EQ,,11417,
RKEC,NSE,EQ,,1547,
782AP35,NSE,EQ,,11412,
MASFIN,NSE,EQ,,199,
771AP34,NSE,EQ,,11281,
735TS30,NSE,EQ,,22208,
725TS28,NSE,EQ,,22210,
76AP28,NSE,EQ,,11299,
75AP28,NSE,EQ,,12660,
786AP33,NSE,EQ,,11759,
775AP29,NSE,EQ,,11760,
785AP40,NSE,EQ,,11514,
BALMLAWRIE,NSE,EQ,,338,
795AP39,NSE,EQ,,10215,
AIRTELPP,NSE,EQ,,6435,
795AP38,NSE,EQ,,10214,
794AP34,NSE,EQ,,10206,
793AP33,NSE,EQ,,10203,
364D280826,NSE,EQ,,758731,
364D200826,NSE,EQ,,758589,
795AP40A,NSE,EQ,,10255,
364D130826,NSE,EQ,,758414,
792AP42,NSE,EQ,,10218,
795AP40,NSE,EQ,,10216,
728PHFL28,NSE,EQ,,760200,
661KA35,NSE,EQ,,22454,
735PY27,NSE,EQ,,22741,
364D240926,NSE,EQ,,759047,
364D170926,NSE,EQ,,759199,
778PY36,NSE,EQ,,21277,
MOL,NSE,EQ,,5394,
729PY26,NSE,EQ,,23088,
364D100926,NSE,EQ,,758888,
DOLATALGO,NSE,EQ,,12124,
656KA30,NSE,EQ,,14,
747PY37,NSE,EQ,,22753,
364D030926,NSE,EQ,,758940,
738PY38,NSE,EQ,,23093,
364D151026,NSE,EQ,,759476,
364D081026,NSE,EQ,,759433,
364D021026,NSE,EQ,,759341,
SHRIAHIMSA,NSE,EQ,,756406,
697KA31,NSE,EQ,,311,
AEGISLOG,NSE,EQ,,40,
685KA30,NSE,EQ,,300,
DHTL,NSE,EQ,,22537,
686KA30,NSE,EQ,,449,
364D060826,NSE,EQ,,758207,
8104PHFL28,NSE,EQ,,29073,
675KA33,NSE,EQ,,74,
805PHFL30,NSE,EQ,,29535,
665KA30,NSE,EQ,,72,
753PHFL30,NSE,EQ,,756821,
677KA34,NSE,EQ,,35,
678KA32,NSE,EQ,,182,
74342PHF30,NSE,EQ,,757702,
67KA30,NSE,EQ,,170,
743PHFL28,NSE,EQ,,759939,
764HUDCO31,NSE,EQ,,19928,
785AP37,NSE,EQ,,9928,
78AP31A,NSE,EQ,,9914,
769HUDCO31,NSE,EQ,,19930,
AHLUCONT,NSE,EQ,,17833,
GUFICBIO,NSE,EQ,,11606,
804AP42,NSE,EQ,,9872,
782AP42,NSE,EQ,,10555,
772AP34,NSE,EQ,,10527,
TFCILTD,NSE,EQ,,3466,
804AP37,NSE,EQ,,10471,
111ESFB31,NSE,EQ,,757892,
779AP31,NSE,EQ,,10458,
HERANBA,NSE,EQ,,2614,
364D040626,NSE,EQ,,757403,
MAXPOSURE,NSE,EQ,,21691,
774AP31,NSE,EQ,,10647,
364D020726,NSE,EQ,,757747,
661KA30,NSE,EQ,,593,
813PNBH33,NSE,EQ,,20903,
364D250626,NSE,EQ,,757564,
662KA32,NSE,EQ,,782,
833PHFL29,NSE,EQ,,24372,
RKSWAMY,NSE,EQ,,23043,
364D180626,NSE,EQ,,756801,
PALREDTEC,NSE,EQ,,17062,
651KA30,NSE,EQ,,758,
364D110626,NSE,EQ,,757448,
828PHFL26,NSE,EQ,,24796,
675KA33A,NSE,EQ,,618,
364D300726,NSE,EQ,,757977,
824PHFL28,NSE,EQ,,25508,
113ESFB31B,NSE,EQ,,759791,
ZENSARTECH,NSE,EQ,,1076,
815PHFL27,NSE,EQ,,25805,
113ESFB31,NSE,EQ,,759296,
364D230726,NSE,EQ,,757718,
815PNB27,NSE,EQ,,27267,
SKIPPER,NSE,EQ,,9428,
708KA34,NSE,EQ,,468,
364D160726,NSE,EQ,,757909,
901HUDCO34,NSE,EQ,,19970,
ROSSTECH,NSE,EQ,,27353,
364D090726,NSE,EQ,,757673,
768JH32,NSE,EQ,,21851,
LTFOODS,NSE,EQ,,13816,
ROADSTAR,NSE,EQ,,30051,
692HR30,NSE,EQ,,5415,
647KA30,NSE,EQ,,1080,
364D280526,NSE,EQ,,757044,
698HR31,NSE,EQ,,5229,
364D210526,NSE,EQ,,756820,
364D140526,NSE,EQ,,757122,
648KA31,NSE,EQ,,861,
707HR37,NSE,EQ,,4784,
692HR36A,NSE,EQ,,4612,
64KA30B,NSE,EQ,,843,
695HR33,NSE,EQ,,3696,
675KA35,NSE,EQ,,1006,
64KA30C,NSE,EQ,,972,
684HR32,NSE,EQ,,3571,
679HR31,NSE,EQ,,3517,
DCMSHRIRAM,NSE,EQ,,811,
792AP42A,NSE,EQ,,10257,
EMMIL,NSE,EQ,,23745,
692HR36,NSE,EQ,,3382,
FOODSIN,NSE,EQ,,6673,
802AP38,NSE,EQ,,10383,
803AP36,NSE,EQ,,10355,
792AP41,NSE,EQ,,10337,
OPTIVALUE,NSE,EQ,,758900,
797AP39,NSE,EQ,,10336,
734AP40,NSE,EQ,,8932,
729AP34,NSE,EQ,,8930,
SASTASUNDR,NSE,EQ,,20063,
364D070127,NSE,EQ,,760593,
745AP37,NSE,EQ,,9345,
752AP42,NSE,EQ,,8977,
752AP38,NSE,EQ,,8974,
666KA32,NSE,EQ,,1248,
SEAMECLTD,NSE,EQ,,2616,
POCL,NSE,EQ,,14385,
65KA30A,NSE,EQ,,1227,
SILKFLEX,NSE,EQ,,23736,
778AP42,NSE,EQ,,9451,
672KA33,NSE,EQ,,1166,
669KA37,NSE,EQ,,1379,
778AP41,NSE,EQ,,9450,
653KA30,NSE,EQ,,1365,
776AP32,NSE,EQ,,9438,
675KA34,NSE,EQ,,1092,
INTELLECT,NSE,EQ,,5926,
649KA30A,NSE,EQ,,1158,
709HR29,NSE,EQ,,8569,
743HR41,NSE,EQ,,8364,
668KA36,NSE,EQ,,1437,
654KA30,NSE,EQ,,1453,
725HR32,NSE,EQ,,8355,
713HR42,NSE,EQ,,8336,
652KA30,NSE,EQ,,1522,
696HR29,NSE,EQ,,8011,
773GS2034,NSE,EQ,,7127,
UJJIVANSFB,NSE,EQ,,15228,
713HR32,NSE,EQ,,7692,
759GS2029,NSE,EQ,,7130,
663HR28,NSE,EQ,,6317,
772GS2055,NSE,EQ,,7136,
717UP39,NSE,EQ,,30162,
699HR31,NSE,EQ,,6211,
715UP37A,NSE,EQ,,30160,
687HR31,NSE,EQ,,5536,
717UP33,NSE,EQ,,30183,
788GS2030,NSE,EQ,,7122,
724UP40,NSE,EQ,,30071,
727UP41,NSE,EQ,,29989,
813GS2045,NSE,EQ,,7124,
78AP31,NSE,EQ,,9773,
364D231026,NSE,EQ,,758835,
771AP32,NSE,EQ,,9711,
970CAGL28,NSE,EQ,,18487,
SHAKTIPUMP,NSE,EQ,,25574,
767AP31,NSE,EQ,,9696,
CAGL28,NSE,EQ,,18498,
CAGL27,NSE,EQ,,18485,
763AP30,NSE,EQ,,9531,
ESCORTS,NSE,EQ,,958,
364D191126,NSE,EQ,,759866,
807AP36,NSE,EQ,,9830,
803AP35,NSE,EQ,,9826,
364D121126,NSE,EQ,,759831,
SYNCOMF,NSE,EQ,,11992,
940CAGL27,NSE,EQ,,18480,
79AP34,NSE,EQ,,9797,
364D061126,NSE,EQ,,759600,
925CAGL26,NSE,EQ,,18471,
79AP33,NSE,EQ,,9785,
364D291026,NSE,EQ,,759504,
364D171226,NSE,EQ,,760391,
364D101226,NSE,EQ,,760299,
661KA33,NSE,EQ,,1944,
364D031226,NSE,EQ,,760100,
66KA37,NSE,EQ,,1950,
364D261126,NSE,EQ,,760030,
804AP41,NSE,EQ,,9871,
651KA30B,NSE,EQ,,1650,
CAGL26,NSE,EQ,,18473,
665KA35,NSE,EQ,,1531,
662KA32A,NSE,EQ,,1733,
KONSTELEC,NSE,EQ,,22472,
CAGL27A,NSE,EQ,,12471,
SUNREST,NSE,EQ,,20213,
VAKRANGEE,NSE,EQ,,13342,
651KA30C,NSE,EQ,,1727,
ZTECH,NSE,EQ,,23976,
364D251226,NSE,EQ,,760526,
663KA34,NSE,EQ,,1651,
725UP39,NSE,EQ,,30021,
72UP40,NSE,EQ,,29936,
722KA38,NSE,EQ,,2398,
716UP39B,NSE,EQ,,29699,
715UP37,NSE,EQ,,29007,
ELDEHSG,NSE,EQ,,8953,
716UP39,NSE,EQ,,28827,
708UP38,NSE,EQ,,27686,
GANESHBE,NSE,EQ,,5614,
719UP36,NSE,EQ,,27198,
RADAAN,NSE,EQ,,10932,
710UP32,NSE,EQ,,27154,
708UP32,NSE,EQ,,25829,
746AP27,NSE,EQ,,9530,
74HR37,NSE,EQ,,8580,
726HR32,NSE,EQ,,8575,
762AR32,NSE,EQ,,13372,
AGARIND,NSE,EQ,,3389,
GTPL,NSE,EQ,,21195,
SUPRAJIT,NSE,EQ,,11689,
PRITIKA,NSE,EQ,,12971,
880MOF27,NSE,EQ,,758824,
875MOF27,NSE,EQ,,760395,
BATAINDIA,NSE,EQ,,371,
TRIDENT,NSE,EQ,,9685,
915APSBC33,NSE,EQ,,760376,
TECHNOE,NSE,EQ,,6445,
TRIVENI,NSE,EQ,,13081,
915APSBC34,NSE,EQ,,760378,
SYSTMTXC,NSE,EQ,,759355,
HVAX,NSE,EQ,,25708,
STARTECK,NSE,EQ,,9305,
LAKSHYA,NSE,EQ,,25860,
WOMANCART,NSE,EQ,,19627,
WESTLIFE,NSE,EQ,,11580,
BEDMUTHA,NSE,EQ,,20196,
LAURUSLABS,NSE,EQ,,19234,
721TR29,NSE,EQ,,22139,
698TR30,NSE,EQ,,22138,
717TR30,NSE,EQ,,22140,
ENDURANCE,NSE,EQ,,18822,
75TR30,NSE,EQ,,22137,
MOIL,NSE,EQ,,20830,
BAJAJFINSV,NSE,EQ,,16675,
FMNL,NSE,EQ,,21017,
SHANTI,NSE,EQ,,5650,
MOS,NSE,EQ,,15051,
JIOFIN,NSE,EQ,,18143,
1050NFL26,NSE,EQ,,17349,
DRREDDY,NSE,EQ,,881,
MEDIASSIST,NSE,EQ,,21705,
ROLLT,NSE,EQ,,19104,
MIRZAINT,NSE,EQ,,4394,
LIQUIDSHRI,NSE,EQ,,24374,
ZENTEC,NSE,EQ,,7508,
SANCO,NSE,EQ,,14630,
PENINLAND,NSE,EQ,,2256,
SONAMAC,NSE,EQ,,23052,
1040NFL26,NSE,EQ,,23119,
1102NFL26,NSE,EQ,,17352,
754PN32,NSE,EQ,,23630,
751PN37,NSE,EQ,,23585,
1065NFL27,NSE,EQ,,23123,
716CG34,NSE,EQ,,30185,
716CG33,NSE,EQ,,30184,
755PN32,NSE,EQ,,23583,
1090NFL26,NSE,EQ,,23121,
748PN37,NSE,EQ,,23428,
1119NFL27,NSE,EQ,,23125,
749PN32,NSE,EQ,,23422,
KAMDHENU,NSE,EQ,,13457,
GOYALALUM,NSE,EQ,,11787,
10IIFL28,NSE,EQ,,5212,
728TFSIL28,NSE,EQ,,760078,
POLYPLEX,NSE,EQ,,2687,
722TFSI28,NSE,EQ,,760431,
708TFSIL27,NSE,EQ,,760429,
IIFLZC28C,NSE,EQ,,5217,
96IIFL28,NSE,EQ,,5214,
737PN36,NSE,EQ,,23875,
747PN32,NSE,EQ,,23753,
753PN37,NSE,EQ,,23636,
753PN36,NSE,EQ,,23635,
STARHEALTH,NSE,EQ,,7083,
ESTER,NSE,EQ,,24265,
LYPSAGEMS,NSE,EQ,,31468,
83GS2040,NSE,EQ,,6981,
UNICHEMLAB,NSE,EQ,,3579,
734PN35,NSE,EQ,,24649,
769TFSIL28,NSE,EQ,,756930,
734PN32,NSE,EQ,,24666,
738TFSIL28,NSE,EQ,,758734,
738PN34,NSE,EQ,,24333,
724TFSIL27,NSE,EQ,,759349,
738PN33,NSE,EQ,,24331,
73TFSIL29,NSE,EQ,,760393,
739PN33,NSE,EQ,,24099,
820TFSIL29,NSE,EQ,,24482,
818TFSIL27,NSE,EQ,,24695,
741PN34A,NSE,EQ,,24057,
799TFSIL27,NSE,EQ,,28539,
747PN37,NSE,EQ,,24008,
PREMEXPLN,NSE,EQ,,17397,
748PN35,NSE,EQ,,24007,
806TFSIL28,NSE,EQ,,29202,
ZOTA,NSE,EQ,,11394,
805TFSIL28,NSE,EQ,,30496,
BORORENEW,NSE,EQ,,3149,
DMCC,NSE,EQ,,6973,
817TFSIL27,NSE,EQ,,23980,
726PN37,NSE,EQ,,24986,
726PN36,NSE,EQ,,24985,
812REC27,NSE,EQ,,19924,
754BOI34,NSE,EQ,,24516,
SAHAJSOLAR,NSE,EQ,,24478,
SAKAR,NSE,EQ,,9539,
RPEL,NSE,EQ,,24735,
83645TFS27,NSE,EQ,,21767,
830TFSIL27,NSE,EQ,,22854,
HTMEDIA,NSE,EQ,,11979,
ALCODIS,NSE,EQ,,18762,
TOTAL,NSE,EQ,,22423,
FINBUD,NSE,EQ,,759776,
712HR41,NSE,EQ,,757651,
PNCINFRA,NSE,EQ,,9385,
832TFSIL29,NSE,EQ,,21760,
706HR39,NSE,EQ,,757751,
747HR40,NSE,EQ,,758850,
752HR39,NSE,EQ,,758720,
715HR40,NSE,EQ,,757752,
743HR39,NSE,EQ,,759188,
RTNINDIA,NSE,EQ,,27297,
741BOI34,NSE,EQ,,27278,
708KA31,NSE,EQ,,20797,
751HR41,NSE,EQ,,758851,
750BOI35,NSE,EQ,,29685,
SHRIPISTON,NSE,EQ,,17186,
709KA30,NSE,EQ,,20313,
743HR39A,NSE,EQ,,759323,
689BR28,NSE,EQ,,2065,
745HR42,NSE,EQ,,759192,
582BR26,NSE,EQ,,1936,
744HR41,NSE,EQ,,759325,
764ABL34,NSE,EQ,,23041,
SAROJA,NSE,EQ,,18506,
JHS,NSE,EQ,,13720,
NHPC,NSE,EQ,,17400,
21STCENMGM,NSE,EQ,,4,
776KL58,NSE,EQ,,14861,
RPPINFRA,NSE,EQ,,20760,
745ABL34,NSE,EQ,,25143,
727ABL35,NSE,EQ,,760037,
SCILAL,NSE,EQ,,23127,
697KA30,NSE,EQ,,20912,
CEMPRO,NSE,EQ,,5622,
717KA30,NSE,EQ,,20918,
STLNETWORK,NSE,EQ,,758958,
ELECTCAST,NSE,EQ,,18116,
72KA31,NSE,EQ,,20017,
69KA30,NSE,EQ,,20154,
738REC27TF,NSE,EQ,,29111,
840GHFL28,NSE,EQ,,25130,
697KA28,NSE,EQ,,20864,
85GHFL27,NSE,EQ,,24670,
DOLLEX,NSE,EQ,,13323,
776KL51,NSE,EQ,,14855,
714KA29,NSE,EQ,,22218,
845GHFL29,NSE,EQ,,25374,
817GHFL30,NSE,EQ,,29979,
783KL39,NSE,EQ,,14840,
714KA29A,NSE,EQ,,22225,
681HR39,NSE,EQ,,755854,
716KA30,NSE,EQ,,20845,
AAKASH,NSE,EQ,,235,
ZYDUSWELL,NSE,EQ,,17635,
704REC28,NSE,EQ,,29614,
EPIGRAL,NSE,EQ,,5382,
67HR39,NSE,EQ,,756813,
677HR39,NSE,EQ,,757112,
675HR38,NSE,EQ,,756094,
668HR38,NSE,EQ,,757035,
717KA29,NSE,EQ,,20573,
664HR36,NSE,EQ,,757034,
705HR38,NSE,EQ,,757549,
703HR39,NSE,EQ,,757435,
704HR40,NSE,EQ,,757551,
DIL,NSE,EQ,,760462,
APTUS,NSE,EQ,,5435,
MPSLTD,NSE,EQ,,10578,
765KL48,NSE,EQ,,13996,
76KL45,NSE,EQ,,13911,
732MPL30,NSE,EQ,,759905,
766KL50,NSE,EQ,,14563,
725MPL29,NSE,EQ,,759901,
758KL49,NSE,EQ,,14355,
763KL32,NSE,EQ,,13375,
712MPL28,NSE,EQ,,759903,
763KL43,NSE,EQ,,12726,
723KA28,NSE,EQ,,21710,
762KL53,NSE,EQ,,13624,
764KL34,NSE,EQ,,13606,
TIPSFILMS,NSE,EQ,,11374,
RATNAVEER,NSE,EQ,,18423,
77KL47,NSE,EQ,,11424,
769KL40,NSE,EQ,,11292,
78KL45,NSE,EQ,,11770,
TNTELE,NSE,EQ,,3512,
781KL44,NSE,EQ,,11706,
INNOMET,NSE,EQ,,25320,
ATL,NSE,EQ,,17778,
PFS,NSE,EQ,,22602,
HEG,NSE,EQ,,1336,
AGI,NSE,EQ,,1412,
LRRPL,NSE,EQ,,14204,
SEPC,NSE,EQ,,15308,
776KL38,NSE,EQ,,10773,
SANGINITA,NSE,EQ,,11032,
MGSL,NSE,EQ,,759945,
785KL35,NSE,EQ,,10532,
771KL42,NSE,EQ,,10845,
SESHAPAPER,NSE,EQ,,3066,
767KL34,NSE,EQ,,10851,
ASAL,NSE,EQ,,10634,
785KL34,NSE,EQ,,9788,
915APSBC27,NSE,EQ,,760364,
71HR33,NSE,EQ,,759217,
729HR37,NSE,EQ,,759220,
741HR40,NSE,EQ,,760019,
915APSBC26,NSE,EQ,,760362,
738HR41,NSE,EQ,,759232,
915APSBC28,NSE,EQ,,760366,
735HR39,NSE,EQ,,759221,
752HR42,NSE,EQ,,760294,
915APSBC30,NSE,EQ,,760370,
752HR41,NSE,EQ,,760293,
915APSBC29,NSE,EQ,,760368,
915APSBC32,NSE,EQ,,760374,
754HR40,NSE,EQ,,760444,
AUSOMENT,NSE,EQ,,4037,
915APSBC31,NSE,EQ,,760372,
PAYTM,NSE,EQ,,6705,
915APSBC35,NSE,EQ,,760380,
PATILAUTOM,NSE,EQ,,756963,
DCW,NSE,EQ,,817,
699TR36,NSE,EQ,,5892,
RADIOWALLA,NSE,EQ,,23442,
VARDMNPOLY,NSE,EQ,,3646,
68KL31,NSE,EQ,,3070,
682KL32,NSE,EQ,,3077,
682KL35,NSE,EQ,,3083,
943ECL28,NSE,EQ,,4288,
TCL,NSE,EQ,,22777,
702KL28,NSE,EQ,,2537,
790LTFL34,NSE,EQ,,28109,
VINEET,NSE,RE,,760496,
LPDC,NSE,EQ,,16863,
7798LTFH29,NSE,EQ,,25939,
672KL27,NSE,EQ,,2901,
622KL27,NSE,EQ,,1361,
617KL27,NSE,EQ,,1709,
799LTFH27,NSE,EQ,,25151,
816LTFH27,NSE,EQ,,24302,
POLYMED,NSE,EQ,,25718,
PDMJEPAPER,NSE,EQ,,15377,
824LTF27,NSE,EQ,,23153,
TVSSCS,NSE,EQ,,18151,
813LTF29,NSE,EQ,,22482,
815LTF27,NSE,EQ,,21231,
JAYBARMARU,NSE,EQ,,1708,
KNRCON,NSE,EQ,,15283,
PAGEIND,NSE,EQ,,14413,
ZFCVINDIA,NSE,EQ,,16915,
VINSYS,NSE,EQ,,17898,
MINDPOOL,NSE,EQ,,8900,
VENTIVE,NSE,EQ,,28847,
INNOVACAP,NSE,EQ,,21062,
72190LTFL2,NSE,EQ,,760211,
70826LTF28,NSE,EQ,,759287,
655KL30,NSE,EQ,,21901,
673KL28,NSE,EQ,,21903,
712LTFL28,NSE,EQ,,757828,
LTFL28,NSE,EQ,,758556,
SAATVIKGL,NSE,EQ,,759057,
723LTFL28,NSE,EQ,,758298,
712LTFL27,NSE,EQ,,757970,
759LTFL28,NSE,EQ,,756025,
TRU,NSE,EQ,,9378,
72092LTF27,NSE,EQ,,757045,
775LTFL27,NSE,EQ,,27803,
779LTFL30,NSE,EQ,,29643,
KANPRPLA,NSE,EQ,,1782,
INOXGREEN,NSE,EQ,,12188,
12AFIL27A,NSE,EQ,,759098,
734RJ45,NSE,EQ,,23881,
ASTRAMICRO,NSE,EQ,,11618,
738RJ33,NSE,EQ,,24098,
12AFIL28,NSE,EQ,,759283,
1150AFIL28,NSE,EQ,,760459,
745RJ40,NSE,EQ,,24009,
AARVI,NSE,EQ,,19073,
743RJ34,NSE,EQ,,23997,
733RJ43,NSE,EQ,,24198,
ISHAN,NSE,EQ,,10995,
734RJ34,NSE,EQ,,24181,
732RJ34,NSE,EQ,,24422,
733RJ44,NSE,EQ,,24203,
WEBELSOLAR,NSE,EQ,,14602,
12AFIL27,NSE,EQ,,759446,
MAHICKRA,NSE,EQ,,2839,
TPHQ,NSE,EQ,,16996,
810KL32,NSE,EQ,,21905,
FORCEMOT,NSE,EQ,,11573,
896KL35,NSE,EQ,,21906,
DURLAX,NSE,EQ,,24164,
67KL27,NSE,EQ,,21916,
GS220831C,NSE,EQ,,4431,
ACTIVEINFR,NSE,EQ,,30464,
791KL30,NSE,EQ,,21904,
DENTA,NSE,EQ,,29256,
736RJ34,NSE,EQ,,24565,
736RJ46,NSE,EQ,,24423,
LAXMIDENTL,NSE,EQ,,29171,
65KL27,NSE,EQ,,21909,
ASIANTILES,NSE,EQ,,14889,
663KL30,NSE,EQ,,21910,
754MN38,NSE,EQ,,760443,
NV20BEES,NSE,EQ,,9847,
TVSMOTOR,NSE,EQ,,8479,
752RJ39,NSE,EQ,,23638,
71MN40,NSE,EQ,,757712,
752RJ37,NSE,EQ,,23637,
671MN40,NSE,EQ,,757036,
752RJ34,NSE,EQ,,23633,
742RJ32,NSE,EQ,,23813,
731MN37,NSE,EQ,,760017,
NGIL,NSE,EQ,,5401,
749RJ44,NSE,EQ,,23642,
772MN37,NSE,EQ,,758934,
VSTTILLERS,NSE,EQ,,24292,
JKLAKSHMI,NSE,EQ,,13491,
683MN40,NSE,EQ,,757115,
SARTELE,NSE,EQ,,19863,
935AKCF27,NSE,EQ,,23722,
REDTAPE,NSE,EQ,,17859,
737RJ34B,NSE,EQ,,23872,
MOTOGENFIN,NSE,EQ,,2268,
741RJ34,NSE,EQ,,23814,
737RJ39,NSE,EQ,,23879,
736RJ37,NSE,EQ,,23877,
HNGSNGBEES,NSE,EQ,,18284,
716RJ34,NSE,EQ,,27189,
716RJ45,NSE,EQ,,25965,
GOLDBEES,NSE,EQ,,14428,
713RJ34,NSE,EQ,,25957,
708RJ34,NSE,EQ,,27314,
718RJ38,NSE,EQ,,27201,
NRAIL,NSE,EQ,,20314,
712RJ39,NSE,EQ,,28235,
711RJ34,NSE,EQ,,28211,
GOKEX,NSE,EQ,,11778,
990IIFL26B,NSE,EQ,,29186,
715PN44,NSE,EQ,,25479,
990IIFL26,NSE,EQ,,29182,
990IIFL27A,NSE,EQ,,30059,
975IIFL28,NSE,EQ,,756144,
NIDOZC26,NSE,EQ,,17868,
950IIFL27,NSE,EQ,,23242,
